question,label
What 's comic strip photographer Peter Parker 's secret identity ?,0
What is difference between a poster and a print ?,0
In which sport is there a `` scrum '' ?,0
What are the best ways to improve employee morale at low cost ?,0
What nationality is Pope John Paul II ?,0
What is false consciousness ?,0
How did the Great Depression affect Japan 's history ?,0
Which side should a bowler facing a 37803 split hit the 3-pin on-the left or the right ?,0
Where are some great educational resources for parents and teachers ?,0
How many Israeli athletes were killed at the Munich Olympics ?,0
What is the Scotch `` for people who know the difference '' ?,0
When was Richard Nixon born ?,0
What New York City landmark has 168 steps to its crown ?,0
Where is the Bulls basketball team based ?,0
What is the recomended age to switch a child from a crib to a bed ?,0
Which Rockefeller was sometimes called `` JDR3 '' ?,0
When is the Sun closest to the Earth ?,0
What are some chemical properties of mendelevium ?,0
What is the average hours per months spent online by AOL users ?,0
Whom did Friz Freleng add to the Warner Bros. cartoon ranks ?,0
What is the origin of the word `` sideburns '' ?,0
The trials resulting from World War II are known as what ?,0
What started in 1849 when gold was discovered at Sutter 's Mill ?,0
What is a First World country ?,0
Who was Shakespeare 's Moorish general ?,0
What 's the second-highest mountain in the world ?,0
What country was Erich Honecker the leader of ?,0
How does salt melt ice and snow ?,0
"What two Japanese cities are spelled with the letters K , O , O , T and Y ?",0
What does laser stand for ?,0
Who taught Matt Murdock to use his extraordinary abilities in Marvel comics ?,0
Where did Wile E. Coyote always get his devices ?,0
How far away is the moon ?,0
What famous film and TV cowboy lent his name to a fast food chain ?,0
What is mandibulofacial dysostosis ?,0
What was the reason for the partition of the Anglican and Vatican churches ?,0
What is Butterfield 8 in Butterfield 8 ?,0
Who famously rode to warn the people of Massachusetts that the British were coming ?,0
What is DTMF ?,0
"Name a movie that the actress , Sandra Bullock , had a role in .",0
"What blew up at Lakehurst , New Jersey , on May 6 , 1977 ?",0
Who commanded the French forces at the Battle of Orleans ?,0
Where can an individual get a contact lens tested that burned the entire surface of eye when new ?,0
What countries does the Mont Blanc Tunnel join ?,0
What ill-fated craft was captained by Ernst Lehmann ?,0
When did Amtrak begin operations ?,0
How many bones are in the human hand ?,0
How many chemical elements are there ?,0
What eastern state sprouted the first commercial nuclear power plant in the U.S. ?,0
What are the three most populated countries in the world ?,0
Who led the opposition when Konrad Adenauer was Chancellor in Germany ?,0
"What is the current population for these countries : France , Spain , Italy , Greece , Austria , Germany , Switzerland , the Netherlands ?",0
What is the youngest age a boy or girl can have an orgasm ?,0
What color is the lipstick on Boy George 's wax lips at London 's Madame Tussaud 's ?,0
What is the origin of the candy cane at Christmas ?,0
What is the brand name of a chemical used to control ripening ?,0
What terror of the sea did Johnny Horton sing about ?,0
What is the largest office block in the world ?,0
Who turned all he touched to gold ?,0
What is the medical term for cancer of the blood ?,0
Who plays shortstop for Charlie Brown 's baseball team ?,0
What country did the Romans call Hibernia ?,0
Who was the most famous food editor of The New York Times ?,0
How many dogs pull a sled in the Iditarod ?,0
What 's a male witch called ?,0
How long does cocaine stay in your system ?,0
What two countries fought the Hundred Years ' War ?,0
Who was the last U.S. president to reinstate Selective Service registration ?,0
"On which dates does the running of the bulls occur in Pamplona , Spain ?",0
What was the name of the lawyer who represented Randy Steven Craft ?,0
What happens to used motor oil ?,0
What is the most commonly used 1 letter word in the English language ?,0
What actress 's autobiography is titled Shelley : Also Known as Shirley ?,0
How many colors was the 1940s collectible called a Donald Duck Rubber Boat ?,0
How did the 7th inning stretch get started ?,0
Who lived on the shores of the Gitchee Gumee River ?,0
What did Tristan come back as ?,0
What country will hit the year 2 first ?,0
What colors make up a rainbow ?,0
What war did Johnny Reb and Billy Yank fight ?,0
Who is section manager for guidance and control systems at JPL ?,0
What is Goldfinger 's first name ?,0
What square is the geographical center of London ?,0
Which of the following famous people does not paint as a hobby ?,0
What is the most populated city in the world ?,0
How many pitchers occupy the shelf beside the crouching woman in Edgar Degas 's 1886 painting The Tub ?,0
What is the cost of the drugs used in tuberculosis treatments ?,0
What does JESSICA mean ?,0
What famed gangland slaughter cut into the membership of Bugs Moran 's outfit ?,0
Ray Charles is best known for playing what instrument ?,0
Where did Victor Hugo spend his exile ?,0
"What was Nine Tailors , the television show from 1974 , about ?",0
How does the Elongated Man know a mystery is afoot ?,0
What food of the three bears did Goldilocks eat ?,0
What is Boston Kreme ?,0
Who should I call to get a tour of the New York Stock Exchange ?,0
How many airline schools are there in the U.S. ?,0
"What U.S. general died December 1 , 1945 , when his jeep collided with a truck ?",0
What is a swatch ?,0
What does Ouija mean ?,0
How many major Nazi leaders went on trial after the war at Nuremberg ?,0
What kind of fish is a coney ?,0
What state did Helen Keller call home ?,0
What was the name of the director of the movie `` Jaws '' ?,0
What steps can be taken to prevent diabetes ?,0
What were the first words spoken on a film sound track ?,0
What year is etched on the Gold Medal of Excellence from the Paris Exposition depicted on a can of Campbell 's tomato soup ?,0
What country 's royal house is Bourbon-Parma ?,0
What film was Jude Law in ?,0
Who portrayed W.C. Fields in the film W.C. Fields and Me ?,0
What were the ceremony traditions like during the Elizabethian times ?,0
Which college did Dikembe Mutombo play basketball at ?,0
What is a fear of going to bed ?,0
Where did the saying `` rule of thumb '' come from ?,0
Why does sound travel quicker through water than air ?,0
How much money does the Sultan of Brunei have ?,0
What country would you visit to ski in the Dolomites ?,0
What month 's third weekend is the Monterey Jazz Festival held on ?,0
What is the `` Global Economy '' ?,0
Who built the first successful stern wheel steamboat ?,0
What is a caul ?,0
Who was Hitler 's minister of propaganda ?,0
Who was the first doctor to successfully transplant a liver ?,0
What does the theory of quantum leaps mean in simpler terms ?,0
What is a bone marrow transplant ?,0
What is the difference between a classical and an acoustic guitar ?,0
What African capital is named for a U.S. president ?,0
What is the name of a language spoken by the Sioux ?,0
What Mediterranean island is home to the first Club Med ?,0
What does an edentulous smile lack ?,0
What is a fear of jealousy ?,0
Where can you find the Venus flytrap ?,0
What is the largest sculpture in the world ?,0
When was John D. Rockefeller born ?,0
What building built in 18 contains 327 miles of book shelves ?,0
What is home banking ?,0
What William Makepeace Thackeray novel was made into a film by Stanley Kubrick ?,0
Who was the lawyer for Randy Steven Craft ?,0
How do hermit crabs reproduce ?,0
Who is reputed to be the greatest maker of violins ?,0
How do you stop junk snail mail ?,0
What future Soviet dictator was training to be a priest when he got turned on to Marxism ?,0
How long does James Bond like his eggs boiled ?,0
What U.S. city 's skyline boasts the Gateway Arch ?,0
Where is Belize located ?,0
What 's the common name for a Japanese dwarf tree ?,0
What did Thomas Paine write ?,0
Who sued the Dannon yougurt company for using a character named Ron Raider for promotion ?,0
Who was the first jockey to ride two Triple Crown winners ?,0
What Lewis Carroll book introduced Humpty Dumpty to the world ?,0
Who wrote Brave New World ?,0
What state does Charles Robb represent ?,0
What is hydroelectricity ?,0
How many people are taller than 7 feet ?,0
Who wrote Unsafe at Any Speed ?,0
How many islands make up Antigua ?,0
How does an abacus work ?,0
What causes rust ?,0
What is the fear of the computer called ?,0
What is a technique popularly used to detect birth defects ?,0
"What U.S. state boasts Stone Mountain , the world 's largest mass of exposed granite ?",0
What British commander surrendered to George Washington at Yorktown in 1781 ?,0
"What according to the Kinsey Institute , is the sexual preference of four percent of American males ?",0
"Who created the World Wide Web , WWW ?",0
What is the procedure called for drilling a hole in your skull to acheive a higher consciousness ?,0
What is the name of the president of Garmat U.S.A ?,0
"What was the name of the television show , starring Karl Madsen , that had San Francisco in the title ?",0
Who were leaders of the Byzantine empire ?,0
Who was the first President to appoint a woman to head a cabinet ?,0
What is splatterpunk ?,0
What is the orgin of xoxoxox ?,0
Who built the first pyramid ?,0
What southeast Asian country has the Wang River joining the Ping River at Tak ?,0
"What Italian city of 155 were Leonardo da Vinci , Michaelangelo , and Machiavelli all working in ?",0
What color tennis balls are used at Wimbledon ?,0
